key,title,abstract,decision,reason,thoughts
rayyan-1273751011,Proceedings to the 7th Annual Conference of the Particle Therapy Cooperative Group North America (PTCOG-NA) 18-20 September 2021 Virtual,"Purpose: Cancer cells produce innate immune signals following detection of radiation-induced cytosolic DNA via signaling pathways such as cGAS-STING. High linear energy transfer (LET) radiations induce more DNA double-strand breaks (DSBs) per unit dose than low-LET radiations, potentially enhancing immunogenic effects. This work explores the in vitro dose response characteristics of pro-immunogenic interferon-beta (IFN3) and cGAS-STING antagonist three-prime repair exonuclease 1 (TREX1) from varying-LET radiations. Methods: IFN3 and TREX1 expression were measured in MCC13 cells irradiated with graded doses of x-rays or fast neutrons (comparable LET to carbon-12) via ELISA, immunofluorescence, and qPCR assays. Laboratory measurement of the RBE for IFN3 production (RBEIFN3) and TREX1 upregulation (RBETREX1) was compared to the modeled RBE for DSB induction (RBEDSB) from Monte Carlo DNA damage simulations. RBEIFN3 models were applied to radiation transport simulations to quantify the potential secretion of IFN3 from representative proton, helium-4, and carbon-12 beams. Results: Maximum IFN3 secretions occurred at 5.7 Gy and 14.0 Gy for neutrons and x-rays, respectively (RBEIFN3 of 2.5). TREX1 signal increased linearly, with a four-fold higher upregulation per unit dose for fast neutrons (RBETREX1 of 4.0). Monte Carlo modeling suggests an enhanced Bragg peak-to-entrance ratio for IFNb production in charged particle beams. Conclusion: High-LET radiation initiates larger IFNb and TREX1 responses per unit dose than low-LET radiations. RBEIFN3 is comparable to published values for RBE DSB, whereas RBETREX1 is roughly twofold higher. Therapeutic advantages of high LET versus low-LET radiation remain unclear. Potential TREX1-targeted interventions may enable IFNb-mediated immunogenic responses at lower doses of high-LET radiations.",0,"The abstract discusses the biological effects of high-LET vs. low-LET radiations on cancer cells, focusing on immune signaling pathways, but does not mention any AI models or their applications in carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment for cancer that uses carbon ions instead of traditional X-rays or protons. It's known for being more precise and causing less damage to surrounding tissues, which can be beneficial for certain types of cancers. AI models in this context would refer to the use of artificial intelligence techniques like machine learning, neural networks, etc., to improve various aspects of this therapy—like treatment planning, dose calculation, patient outcomes prediction, or maybe even optimizing the radiation delivery process itself. Now, looking at the abstract provided: The title mentions a conference proceeding related to particle therapy cooperative group North America. The content talks about cancer cells producing immune signals in response to radiation-induced DNA damage. They're comparing high-LET (linear energy transfer) radiations like carbon ions with low-LET ones like X-rays or protons. The study looks at the expression of certain proteins, IFN-beta and TREX1, after irradiation with different types of radiation. They used various methods to measure these expressions and compared the relative biological effectiveness (RBE) for inducing these responses versus DNA double-strand breaks. The conclusion suggests that high-LET radiation induces stronger immune responses but also mentions uncertainties about therapeutic advantages and potential interventions targeting TREX1. Now, where does AI come into play here? From what I can see in the abstract, they're discussing biological effects of different radiations on cells, measuring protein expressions, and comparing RBE values. They used Monte Carlo simulations for modeling DNA damage but that's a computational method, not necessarily an AI model. There's no mention of machine learning algorithms, predictive models, or any AI techniques being applied to improve therapy planning or delivery. The focus is more on the biological mechanisms and responses rather than applying AI to enhance therapeutic applications. So, even though it's related to particle therapy (which includes carbon ion therapy), it doesn't specifically discuss the application of AI models in that context. Therefore, this abstract wouldn't fall under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' It's more about understanding the biological effects and immune responses induced by different types of radiation."
rayyan-1273751012,The Combined Antitumor Effects of <SUP>125</SUP>I Radioactive Particle Implantation and Cytokine-Induced Killer Cell Therapy on Xenograft Hepatocellular Carcinoma in a Mouse Model,"The combination of radiotherapy and immunotherapy has shown great promise in eradicating tumors. For example, I-125 radioactive particle implantation and cytokine-induced killer cell therapies have demonstrated efficacy in treating hepatocellular carcinoma. However, the mechanism of this combination therapy remains unknown. In this study, we utilized cytokine-induced killer cells obtained from human peripheral blood mononuclear cells along with I-125 radioactive particle implantation to treat subcutaneous hepatocellular carcinoma xenograft tumors in BALB/c nude mice. The effects of combination therapy on tumor growth, tumor cell apoptosis and proliferation, animal survival, and immune indexes were then assessed. The results indicated that I-125 radioactive particle implantation combined with cytokine-induced killer cells shows a much greater antitumor therapeutic effect than either of the therapies alone when compared to control treatments. Mice treated with a combination of radiotherapy and immunotherapy displayed significantly reduced tumor growth. I-125 radioactive particle implantation upregulated the expression of major histocompatibility complex (MHC) class I chain-related gene A in hepatocellular carcinoma cells and enhanced cytokine-induced killer cell-mediated apoptosis through activation of caspase-3. Furthermore, cytokine-induced killer cells supplied immune substrates to induce a strong immune response after I-125 radioactive particle implantation therapy. In conclusion, I-125 radioactive particle implantation combined with cytokine-induced killer cell therapy significantly inhibits the growth of human hepatocellular carcinoma cells in vivo and improves animal survival times through mutual promotion of antitumor immunity, presenting a promising therapy for hepatocellular carcinoma.",0,The study focuses on combining radioactive particle implantation with immunotherapy for cancer treatment but does not involve any AI models or applications related to carbon ion therapy.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment used in cancer care, and it's different from traditional photon radiation because carbon ions have higher mass and can deliver more precise doses to tumors. AI models, on the other hand, are computational tools that can analyze data, predict outcomes, optimize treatments, etc., often improving the efficiency or effectiveness of medical therapies. So when we talk about applications of AI in carbon ion therapy, we're looking for studies where AI is used to enhance or support the delivery, planning, or monitoring of carbon ion treatments. Now, looking at the abstract provided: The title mentions I-125 radioactive particle implantation and cytokine-induced killer cell therapy. From what I know, I-125 is a radioactive isotope used in brachytherapy, which is a form of internal radiation treatment. It's different from carbon ion therapy because it uses low-energy gamma rays rather than heavy ions like carbon. The study combines this radiotherapy with immunotherapy using cytokine-induced killer cells to treat hepatocellular carcinoma in mice. They looked at tumor growth, apoptosis, survival rates, and immune responses. The results show that the combination is more effective than either treatment alone. However, throughout the abstract, there's no mention of AI models or any computational tools being used. It's purely a biological study examining the effects of combining two therapies without involving machine learning, algorithms, or data analysis techniques that would fall under AI applications. Therefore, since the focus is on the therapeutic combination and its mechanisms rather than applying AI to improve carbon ion therapy, this abstract doesn't fit into the specified category."
rayyan-1273751013,Particle and Heavy Ion Transport Code System-Based Microdosimetry for the Development of Boron Agents for Boron Neutron Capture Therapy,"Boron neutron capture therapy (BNCT) is a radiation therapy that selectively kills cancer cells at the cellular level using the boron neutron capture reaction (BNCR) (10B(n.alpha)7Li). The amount of boron B-10 delivers in boronophenylalanine (BPA)-BNCT to achieve anti-tumor effects is approximate to 15-40 ppm. The same is true for all boron drugs; however, whether the same amount of B-10 is required for other boron drugs with different accumulation characteristics has not been intensively investigated. Therefore, herein, a virtual cell model with intracellular organelles is prepared, and the BPA equivalent dose concentration to the cell nucleus is analyzed using particle and heavy ion transport code system-based microdosimetry. Additionally, the intranuclear minimal region (IMR) is set as a reference for the concept of the intranuclear domain in the microdosimetric kinetic model, and the BPA equivalent dose concentration to the IMR is estimated. The required boron delivery dose greatly varies depending on the dose assessment based on the accumulation characteristics of boron agents in intracellular organelles. Evaluation of the BNCR effect according to the accumulation characteristics without being influenced by the specified value of 15-40 ppm is recommended.",0,"The abstract discusses boron neutron capture therapy (BNCT) and its related microdosimetry analysis, not applications of AI models in carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation therapy that uses carbon ions instead of traditional X-rays or protons. It's known for its precision in targeting tumors, which can reduce damage to surrounding healthy tissues. AI models in this context would refer to the use of artificial intelligence techniques to enhance various aspects of carbon ion therapy, such as treatment planning, dose calculation, patient positioning, or outcome prediction. Now, looking at the abstract provided: The title mentions "
rayyan-1273751014,Biological Dose Optimization for Particle Arc Therapy Using Helium and Carbon Ions,"Purpose: To present biological dose optimization for particle arc therapy using helium and carbon ions.        Methods and materials: Treatment planning and optimization procedures were developed for spot-scanning hadron arc (SHArc) delivery using the RayStation treatment planning system and FRoG dose engine. The SHArc optimization algorithm is applicable for charged particle beams and determines angle dependencies for spot and energy selection with three main initiatives: (i) achieve standard clinical optimization goals and constraints for target and organs at risk (OARs), (ii) target dose robustness, and (iii) increase linear energy transfer (LET) in the target volume. Three patient cases previously treated at the Heidelberg Ion-beam Therapy Center (HIT) were selected for evaluation of conventional versus arc delivery for the two clinical particle beams (helium [He-4] and carbon [C-12] ions): glioblastoma, prostate adenocarcinoma, and skull-base chordoma. Biological dose and dose-averaged LET (LETd) distributions for SHArc were evaluated against conventional planning techniques (volumetric modulated arc therapy [VMAT] and 2-field intensity modulated particle therapy) applying the modified microdosimetric kinetic model with (alpha/beta)(x) = 2 Gy. Clinical viability and deliverability were assessed via evaluation of plan quality, robustness, and irradiation time.        Results: For all investigated patient cases, SHArc treatment optimizations met planning goals and constraints for target coverage and OARs, exhibiting acceptable target coverage and reduced normal tissue volumes, with effective dose >10-GyRBE compared with conventional 2F planning. For carbon ions, LETd was increased in the target volume from similar to 40-60 to similar to 80-140 keV/mu m for SHArc compared with conventional treatments. Favorable LETd distributions were possible with the SHArc approach, with maximum LETd in clinical target volume/gross tumor volume and potential reductions of high-LET regions in normal tissues and OARs. Compared with VMAT, SHArc affords substantial reductions in normal tissue dose (40%-70%).        Conclusions: SHArc therapy offers potential treatment benefits such as increased normal tissue sparing from higher doses >10-GyRBE, enhanced target LETd, and potential reduction in high-LET components in OARs. Findings justify further development of robust SHArc treatment planning toward potential clinical translation. (C) 2022 Elsevier Inc. All rights reserved.",0,The abstract discusses biological dose optimization for particle arc therapy using helium and carbon ions but does not explicitly mention the use or application of AI models.,"Okay, so I need to determine if this abstract falls under the category of APPLICATIONS OF AI MODELS IN CARBON ION THERAPY. Let me read through it carefully. The title mentions biological dose optimization for particle arc therapy using helium and carbon ions. That sounds relevant because it's about optimizing treatment plans which could involve AI models. The content talks about methods like SHArc delivery, developed with RayStation and FRoG dose engine. They mention an optimization algorithm applicable for charged particles, aiming to achieve clinical goals, target robustness, and increase LET in the target volume. They tested this on three patient cases comparing conventional vs arc delivery for helium and carbon ions. The results show improved outcomes like increased LETd and reduced normal tissue dose. Now, does this involve AI models? The abstract doesn't explicitly mention AI or machine learning techniques. It's more about treatment planning algorithms and optimization procedures. So while it's related to carbon ion therapy applications, the focus isn't on AI models specifically. Therefore, I should categorize this as 0 (NO) because there's no direct application of AI models mentioned in the abstract."
rayyan-1273751015,The Effectiveness of Glauber's Salt as an Antidote Therapy for the Incorporation of Radioactive Particles,"Using a model of artificial radioactive particles, the effectiveness of the use of a saline laxative, Glauber's salt, as an antidote therapy agent was studied. Internal irradiation of laboratory animals (guinea pigs) and sheep was carried out under laboratory conditions with oral intake of particles simulating the radiation characteristics of young nuclear fission products, at doses that cause medium, severe, and extremely severe forms of radiation ulcerative gastroenterocolitis. During the first four days after radiation exposure, Glauber's salt was administered to each animal once a day either as 3 mL of 20% aqueous solution (for guinea pigs) or as a 0.5 L of 12% aqueous solution (for sheep). In all animals, the drug demonstrated a statistically significant antidote effect. Glauber's salt decreased the severity of radiation-induced ulcerative damage to the gastrointestinal tract, enhanced the speed of healing of radiation ulcers, and increased the survival of animals. The approach applied can be used in the search for new antiradiation antidotes.",0,"The abstract discusses the effectiveness of Glauber's salt as an antidote for radioactive particle exposure in animals, without mentioning AI models or carbon ion therapy.","Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment used in cancer care, right? It uses carbon ions instead of traditional X-rays or protons for more precise targeting. Now, the applications of AI models here would involve using artificial intelligence to improve aspects like treatment planning, dose calculation, patient monitoring, or maybe even predicting outcomes or side effects. AI could help make these therapies more effective or safer by analyzing data and providing insights that humans might miss. So looking at the abstract provided, it's about Glauber's salt as an antidote for radioactive particles. They used a model of artificial radioactive particles to study its effectiveness in animals. The focus is on how this saline laxative affects radiation-induced damage, not on AI models or carbon ion therapy specifically. There's no mention of any AI techniques being applied here; it's more about pharmacological treatment and its effects. Therefore, while the abstract discusses a therapeutic approach related to radiation exposure, it doesn't tie into AI applications in carbon ion therapy. The key elements are missing—there’s no AI model involved, nor is there a discussion on how AI could enhance or be part of the therapy process. So my conclusion is that this abstract does not fall under the specified category."
rayyan-1273751019,Monte Carlo simulations of new 2D ripple filters for particle therapy facilities,"At particle therapy facilities with pencil beam scanning, the implementation of a ripple filter (RiFi) broadens the Bragg peak (BP), which leads to fewer energy steps from the accelerator required to obtain an homogeneous dose coverage of the planned target volume (PTV). At the Universitatsklinikum Giessen und Marburg, Germany, a new second generation RiFi has been developed with two-dimensional groove structures. In this work we evaluate this new RiFi design. Methods: The Monte Carlo (MC) code SHIELD-HIT12A is used to determine the RiFi-induced inhomogeneities in the dose distribution for various ion types, initial particle energies and distances from the RiFi to the phantom surface as well as in the depth of the phantom. The beam delivery and monitor system (BAMS) used at Marburg, the Heidelberg Ionentherapiezentrum (HI T), Universitatsklinikum Heidelberg, Germany and the GSI Helmholtzzentrum fur Schwerionenforschung, Darmstadt, Germany is modeled and simulated. To evaluate the PTV dose coverage performance of the new RiFi design, the heavy ion treatment planning system TRiP98 is used for dose optimization. SHIELD-HIT12A is used to prepare the facility-specific physical dose kernels needed by TRiP, and for recalculating the physical dose distribution after TRiP optimization. Results: At short distances from the RiFi to the phantom surface fine structures in the dose distribution are observed. For various RiFis, ion types and initial particle energies the distance d(max) at which maximum dose inhomogeneity occurs is found and an expression for d(max) is deduced. The distance d(0.01) at which the dose inhomogeneity is less than 1% is estimated and used as a threshold distance at which dose distributions are considered homogeneous. The MC data are found to agree with analytical expressions for d(max) and d(0.01); both are inversely related to the angular distribution. Increasing scatter from the beam delivery and monitoring system results in reduced d(max) and d(0.01). Furthermore, d(max) and d(0.01) are found to be proportional to the RiFi period lambda. Conclusion: Our findings clearly indicate that the dose inhomogeneity induced by RiFis does not add uncertainties to the dose distribution in the clinical setting. The new RiFi design can be used in treatments to obtain homogeneous PTV dose coverage with fewer energy steps while improving lateral penumbra, thereby reducing the required treatment time.",0,The abstract discusses Monte Carlo simulations of ripple filters for particle therapy but does not mention any AI models or their applications.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title mentions Monte Carlo simulations of new 2D ripple filters for particle therapy facilities. Hmm, Monte Carlo is a computational method used in simulations, but does that involve AI models? Not necessarily; Monte Carlo methods are statistical techniques, not AI per se. The content talks about using SHIELD-HIT12A and TRiP98 software for dose optimization and calculations. These tools are part of treatment planning systems, which might use some algorithms, but again, not specifically AI models like machine learning or neural networks. The focus here is on evaluating a new ripple filter design to improve dose distribution in particle therapy, particularly reducing the number of energy steps needed. While this is an application in carbon ion therapy (since it's about particle therapy), I don't see any mention of AI models being applied. It seems more like traditional computational methods and simulations. So, even though it's related to applications in therapy, it doesn't specifically involve AI models. Therefore, the answer should be 0."
rayyan-1273751020,A Japanese registry study and systematic review of particle therapy for renal cell carcinoma,"The feasibility and efficacy of particle beam therapy (PBT) using protons or carbon ions were compared with those of photon-based stereotactic body radiotherapy (SBRT) for primary renal cell carcinoma (RCC) via a systematic review and nationwide registry for PBT (Japanese Society for Radiation Oncology [JASTRO] particle therapy committee). Between July 2016 and May 2019, 20 patients with non-metastatic RCC who were treated at six Japanese institutes (using protons at three, using carbon ions at the other three) were registered in the nationwide database and followed up prospectively. The 20 patients comprised 15 men and had a median age of 67 (range: 57-88) years. The total radiation dose was 66-79.6 Gy (relative biological effectiveness [RBE]). Over a median follow up of 31 months, the 3-year rates of overall survival (OS) and local control (LC) were 100% and 94.4%, respectively. No grade >= 3 toxicities were observed. Based on a random effects model, a meta-analysis including the present results revealed 3-year OS rates after SBRT and PBT of 75.3% (95% CI: 57.3-86.6) and 94.3% (95% CI: 86.8-97.6), respectively (P = 0.005), but the difference in LC rates between the two methods was not observed (P = 0.63). PBT is expected to have similar if not better treatment results compared with SBRT for primary renal cancer. In particular, PBT was shown to be effective even for large RCC and could provide a therapeutic option when SBRT is not indicated.",0,The abstract discusses a study comparing particle beam therapy (PBT) with stereotactic body radiotherapy (SBRT) for renal cell carcinoma but does not mention any applications of AI models in PBT or carbon ion therapy.,"Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title mentions a registry study and systematic review of particle therapy for renal cell carcinoma. Particle therapy here refers to using protons or carbon ions, which are types of radiation used in cancer treatment. The content talks about comparing PBT (particle beam therapy) with SBRT (stereotactic body radiotherapy), looking at outcomes like survival rates and toxicity levels. They mention a nationwide registry and follow-up data from patients treated with either protons or carbon ions. The study's focus is on the effectiveness and feasibility of these therapies, specifically comparing two methods without mentioning AI models anywhere. There's no discussion about machine learning, algorithms, predictive analytics, or any other AI-related techniques being applied in this context. It seems purely a clinical trial evaluating different radiation therapies. Therefore, since there's no mention or implication of AI models being used or developed for carbon ion therapy, it doesn't fit into the specified category."
rayyan-1273751021,225Ac-MACROPATATE: A Novel a-Particle Peptide Receptor Radionuclide Therapy for Neuroendocrine Tumors,"Neuroendocrine tumors (NETs) express somatostatin receptors (SSTRs) 2 and 5. Modified variants of somatostatin, the cognate ligand for SSTR2 and SSTR5, are used in treatment for metastatic and locore-gional disease. Peptide receptor radionuclide therapy with 177Lu-DOTATATE (DOTA-octreotate), a 0-particle-emitting somatostatin derivative, has demonstrated survival benefit in patients with SSTR-positive NETs. Despite excellent results, a subset of patients has tumors that are resistant to treatment, and alternative agents are needed. Targeted a-particle therapy has been shown to kill tumors that are resistant to targeted 0-particle therapy, suggesting that tar-geted a-particle therapy may offer a promising treatment option for patients with 177Lu-DOTATATE-resistant disease. Although DOTA-TATE can chelate the clinically relevant a-particle-emitting radionu-clide 225Ac, the labeling reaction requires high temperatures, and the resulting radioconjugate has suboptimal stability. Methods: We designed and synthesized MACROPATATE (MACROPA-octreotate), a novel radioconjugate capable of chelating 225Ac at room tempera-ture, and assessed its in vitro and in vivo performance. Results: MACROPATATE demonstrated comparable affinity to DOTATATE (dissociation constant, 21 nM) in U2-OS-SSTR2, a SSTR2-positive transfected cell line. 225Ac-MACROPATATE demonstrated superior serum stability at 37 degrees C over time compared with 225Ac-DOTATATE. Biodistribution studies demonstrated higher tumor uptake of 225Ac-MACROPATATE than of 225Ac-DOTATATE in mice engrafted with subcutaneous H69 NETs. Therapy studies showed that 225Ac-MACROPATATE exhibits significant antitumor and survival benefit compared with saline control in mice engrafted with SSTR-positive tumors. However, the increased accumulation of 225Ac-MACROPA-TATE in liver and kidneys and subsequent toxicity to these organs decreased its therapeutic index compared with 225Ac-DOTATATE. Conclusion: 225Ac-MACROPATATE and 225Ac-DOTATATE exhibit favorable therapeutic efficacy in animal models. Because of elevated liver and kidney accumulation and lower administered activity for dose-limiting toxicity of 225Ac-MACROPATATE, 225Ac-DOTATATE was deemed the superior agent for targeted a-particle peptide recep-tor radionuclide therapy.",0,The abstract discusses a novel radiopharmaceutical agent for neuroendocrine tumor treatment but does not mention AI models or carbon ion therapy.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment that uses carbon ions instead of traditional X-rays or protons. It's known for being more precise and causing less damage to surrounding tissues, which makes it useful in treating certain cancers. AI models in this context would refer to the use of artificial intelligence to enhance various aspects of carbon ion therapy, such as planning treatments, predicting outcomes, optimizing radiation delivery, or analyzing patient data for better decision-making. Now, looking at the abstract provided: The title is about 225Ac-MACROPATATE, a novel alpha-particle peptide receptor radionuclide therapy for neuroendocrine tumors. The content discusses using this compound in treating NETs, which are a type of cancer. They mention that it's an alpha-particle therapy, different from beta-particle therapies like 177Lu-DOTATATE. The study compares MACROPATATE with DOTATATE, looking at their stability, tumor uptake, and therapeutic effects in animal models. They found that while MACROPATATE had better serum stability and higher tumor uptake, it also caused more toxicity to the liver and kidneys, making DOTATATE a better option for now. Nowhere in this abstract do they mention anything about AI models or carbon ion therapy. The focus is entirely on a new radiopharmaceutical agent and its effectiveness compared to an existing one. They talk about treatment resistance, radionuclide therapy, biodistribution, and toxicity but don't touch upon any AI applications or carbon ions. So, based on this analysis, the abstract doesn't discuss AI models applied in carbon ion therapy. It's more about a novel therapeutic agent in nuclear medicine for treating specific tumors."
rayyan-1273751024,Tumor targeted alpha particle therapy with an actinium-225 labelled antibody for carbonic anhydrase IX,"Selective antibody targeted delivery of alpha particle emitting actinium-225 to tumors has significant therapeutic potential. This work highlights the design and synthesis of a new bifunctional macrocyclic diazacrown ether chelator, H(2)MacropaSqOEt, that can be conjugated to antibodies and forms stable complexes with actinium-225. The macrocyclic diazacrown ether chelator incorporates a linker comprised of a short polyethylene glycol fragment and a squaramide ester that allows selective reaction with lysine residues on antibodies to form stable vinylogous amide linkages. This new H(2)MacropaSqOEt chelator was used to modify a monoclonal antibody, girentuximab (hG250), that binds to carbonic anhydrase IX, an enzyme that is overexpressed on the surface of cancers such as clear cell renal cell carcinoma. This new antibody conjugate (H(2)MacropaSq-hG250) had an average chelator to antibody ratio of 4 : 1 and retained high affinity for carbonic anhydrase IX. H(2)MacropaSq-hG250 was radiolabeled quantitatively with [Ac-225]Ac-III within one minute at room temperature with micromolar concentrations of antibody and the radioactive complex is stable in human serum for >7 days. Evaluation of [Ac-225]Ac(MacropaSq-hG250) in a mouse xenograft model, that overexpresses carbonic anhydrase IX, demonstrated a highly significant therapeutic response. It is likely that H(2)MacropaSqOEt could be used to modify other antibodies providing a readily adaptable platform for other actinium-225 based therapeutics.",0,"The abstract discusses targeted alpha particle therapy using actinium-225 and antibodies, not carbon ion therapy.","Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment that uses carbon ions instead of traditional X-rays or protons. It's known for being more precise and causing less damage to surrounding healthy tissue. Now, the applications of AI models in this context would involve using artificial intelligence to enhance various aspects of carbon ion therapy—like improving treatment planning, personalizing dosages, optimizing beam delivery, or analyzing patient outcomes more effectively. AI could also be used in image processing for better tumor targeting or predicting how patients might respond to treatment. So, looking at the abstract provided: The title mentions "
rayyan-1273751025,Mesenchymal stromal cell-derived membrane particles: A novel cell-free therapy for inflammatory bowel diseases,"Inflammatory bowel diseases (IBD), including ulcerative colitis, are chronic and idiopathic inflammations of the gastrointestinal tract. A disruption of the epithelial barrier and an imbalance between Th1 and Th2 subsets are associated with the onset and progression of these diseases. Mesenchymal stromal cells (MSC) are a promising therapy for IBD. However, cell-tracking studies have shown that intravenously infused MSC localize to the lungs and present short-term survival. To reduce practical complexities arising from living cells, we generated membrane particles (MP) from MSC membranes, which possess some of the immunomodulatory properties of MSC. This study investigated the effect of MSC-derived MP and conditioned media (CM) as cell-free therapies in the dextran sulfate sodium (DSS)-induced colitis model. Acute colitis was induced in C57BL/6 mice by oral administration of 2% DSS in drinking water ad libitum from days 0 to 7. Mice were treated with MP, CM, or living MSC on days 2 and 5. Our findings revealed that MP, CM, and living MSC ameliorated DSS-induced colitis by reducing colonic inflammation, the loss of colonic goblet cells, and intestinal mucosa permeability, preventing apoptosis of damaged colonic cells and balancing Th1 and Th2 activity. Therefore, MSC-derived MP have high therapeutic potential for treating IBD, overcoming the deficiencies of living MSC therapy, and opening novel frontiers in inflammatory diseases medicine.",0,"The abstract discusses a novel cell-free therapy using mesenchymal stromal cell-derived membrane particles for inflammatory bowel diseases, not involving AI models or carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment used in cancer care, right? It uses carbon ions instead of traditional X-rays or protons for more precise targeting of tumors. Now, applications of AI models in this context would involve using artificial intelligence to improve various aspects of carbon ion therapy—like planning the treatment, predicting outcomes, optimizing dosages, or enhancing imaging techniques used during therapy. AI could help in making these processes more efficient, accurate, and personalized for patients. So, looking at the abstract provided, it's about mesenchymal stromal cell-derived membrane particles as a novel cell-free therapy for inflammatory bowel diseases. The study discusses how these membrane particles (MP) derived from MSCs can be used to treat IBD by reducing inflammation and improving gut health in mice. There's no mention of AI models or any application related to carbon ion therapy here. The focus is entirely on a new therapeutic approach using cell-derived particles for gastrointestinal diseases, not on radiation treatment or AI applications in such treatments. Therefore, this abstract doesn't fit into the category we're looking at. It’s more about cellular therapies and their effects on IBD rather than any AI-related advancements in carbon ion therapy."
rayyan-1273751026,Particle beam therapy versus photon radiotherapy for extrahepatic biliary cancer-systemic review and meta-analysis,"Particle beam therapy (PT) is a potentially promising approach to the treatment of extrahepatic biliary cancer (EBC) because of its unique dose distribution using the Bragg peak. However, the superiority of PT to photon radiotherapy (XT) remains unclear. Therefore, we conducted a systematic review and meta-analysis to compare PT and XT for the treatment of EBC. The primary endpoint was overall survival (OS), which was pooled using a random-effects model. Nine articles comprising a total of 1558 patients (seven XT articles, n = 1488 patients; two PT articles, n = 70 patients) were screened. In addition, we compared the outcomes of XT and PT with the outcomes available from a prospective data registry (proton-net). The 1-year OS probability rates were 55, 65 and 72% for the XT group, PT group and PT registry, respectively. The 2-year OS probability rates were 26, 38 and 38% for the XT group, PT group and PT registry, respectively. The 3-year OS probability rates were 12, 35 and 18% for the XT group, PT group and PT registry, respectively. Although the difference between the 1-year OS rates of the XT group and PT registry was statistically significant, no other significant superiority was observed among these groups. In conclusion, the efficacy of PT was not superior to that of XT during this meta-analysis.",0,The abstract compares particle beam therapy with photon radiotherapy but does not discuss the application of AI models in carbon ion therapy.,"Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. The title is about comparing particle beam therapy with photon radiotherapy for a specific type of cancer. Particle beam therapy includes things like proton or carbon ion therapy, which are different from traditional photon treatments because they can deliver more precise doses to tumors, reducing damage to surrounding tissues. The abstract talks about a systematic review and meta-analysis looking at the effectiveness of these therapies in terms of overall survival rates for patients with extrahepatic biliary cancer. They compared data from studies using both PT (particle therapy) and XT (photon therapy), as well as some registry data. Their conclusion was that particle beam therapy wasn't significantly better than photon radiotherapy based on the outcomes they measured, like 1-year, 2-year, and 3-year survival rates. Now, looking at the category in question: applications of AI models in carbon ion therapy. Carbon ion therapy is a type of particle beam therapy, so that's related. But does this abstract discuss AI models? The content doesn't mention anything about artificial intelligence, machine learning, or any computational models used for treatment planning, patient outcomes prediction, or optimization of radiation doses. It's purely a comparative study using statistical methods to analyze existing data from various studies and registries. They're evaluating the effectiveness of PT versus XT but aren't employing AI techniques in their analysis or application. Therefore, while it's about particle beam therapy (which includes carbon ions), it doesn't involve any AI models. So, this abstract wouldn't fall under the specified category because there's no mention or use of AI applications in the context of carbon ion therapy."
