key,title,abstract,decision,ai_method_list,reason,thoughts
rayyan-1273751008,(2<i>S</i>)-2-(3-(1-Carboxy-5-(4-<SUP>211</SUP>At-Astatobenzamido)Pentyl) Ureido)-Pentanedioic Acid for PSMA-Targeted α-Particle Radiopharmaceutical Therapy,"Alpha-particle emitters have a high linear energy transfer and short range, offering the potential for treating micrometastases while sparing normal tissues. We developed a urea-based, At-211-labeled small molecule targeting prostate-specific membrane antigen (PSMA) for the treatment of micrometastases due to prostate cancer (PC). Methods: PSMA-targeted (2S)-2-(3-(1-carboxy-5-(4-At-211-astatobenzami do) pentyl)ureido)-pentanedioic acid (At-211-6) was synthesized. Cellular uptake and clonogenic survival were tested in PSMA-positive (PSMA+) PC3 PIP and PSMA-negative (PSMA-) PC3 flu human PC cells after At-211-6 treatment. The antitumor efficacy of At-211-6 was evaluated in mice bearing PSMA+ PC3 PIP and PSMA- PC3 flu flank xenografts at a 740-kBq dose and in mice bearing PSMA+, luciferase-expressing PC3-ML micrometastases. Biodistribution was determined in mice bearing PSMA+ PC3 PIP and PSMA(-) PC3 flu flank xenografts. Suborgan distribution was evaluated using alpha-camera images, and microscale dosimetry was modeled. Longterm toxicity was assessed in mice for 12 mo. Results: At-211-6 treatment resulted in PSMA-specific cellular uptake and decreased clonogenic survival in PSMA+ PC3 PIP cells and caused significant tumor growth delay in PSMA+ PC3 PIP flank tumors. Significantly improved survival was achieved in the newly developed PSMA+ micrometastatic PC model. Biodistribution showed uptake of At-211-6 in PSMA+ PC3 PIP tumors and in kidneys. Microscale kidney dosimetry based on alpha-camera images and a nephron model revealed hot spots in the proximal renal tubules. Long-term toxicity studies confirmed that the dose-limiting toxicity was late radiation nephropathy. Conclusion: PSMA-targeted At-211-6 alpha-particle radiotherapy yielded significantly improved survival in mice bearing PC micrometastases after systemic administration. At-211-6 also showed uptake in renal proximal tubules resulting in late nephrotoxicity, highlighting the importance of long-term toxicity studies and microscale dosimetry.",0,,The abstract does not mention any applications of AI or relate to carbon ion therapy; it focuses on alpha-particle radiopharmaceuticals for prostate cancer treatment.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it relates to that. The title mentions something about PSMA-targeted alpha-particle radiopharmaceutical therapy, which sounds like a specific type of cancer treatment using alpha particles. The content talks about developing a molecule labeled with At-211 for targeting prostate-specific membrane antigen in prostate cancer cells. They tested cellular uptake and clonogenic survival, evaluated antitumor efficacy in mice models, looked at biodistribution, did microscale dosimetry modeling, and assessed long-term toxicity. The conclusion highlights improved survival in micrometastatic PC models but also mentions nephrotoxicity as a side effect. Nowhere in the abstract do I see any mention of AI methods or applications related to carbon ion therapy. Carbon ion therapy is a different modality from alpha-particle radiopharmaceuticals, and this article doesn't discuss anything about AI being used in that context. So, it seems like this article isn't relevant to the topic at hand."
rayyan-1273751009,HIV Immunocapture Reveals Particles Expressed in Semen Under Integrase Strand Transfer Inhibitor-Based Therapy Are Largely Myeloid Cell-Derived and Disparate,"As use of human immunodeficiency virus (HIV) integrase strand transfer inhibitors (INSTI) increases and formulations are being developed for maintenance therapies and chemoprophylaxis, assessing virus suppression under INSTI-based regimens in prevention-relevant biologic compartments, such as the male genital tract, is timely. We used cell-source marker virion immunocapture to examine amplification of particle RNA then assessed the phylogenetic relatedness of seminal and blood viral sequences from men with HIV who were prescribed INSTI-based regimens. Seminal plasma immunocaptures yielded amplifiable virion RNA from 13 of 24 (54%) men, and the sequences were primarily associated with markers indicative of macrophage and resident dendritic cell sources. Genetic distances were greatest (>2%) between seminal virions and circulating proviruses, pointing to ongoing low-level expression from tissue-resident cells. While the low levels in semen predict an improbable likelihood of transmission, viruses with large genetic distances are expressed under potent INSTI therapy and have implications for determining epidemiologic linkages if adherence is suboptimal.",0,,"The article focuses on HIV immunocapture and viral particles under INSTI-based therapy, unrelated to AI or carbon ion therapy.","Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract again carefully to understand what the article is about. The title mentions HIV immunocapture and particles expressed in semen under a specific therapy. The content talks about using cell-source marker virion immunocapture, examining RNA amplification, assessing phylogenetic relatedness of viral sequences from men on INSTI-based regimens. They found that most particles come from myeloid cells and there's a significant genetic distance between seminal virions and blood viruses. The conclusion is about the implications for transmission likelihood and epidemiologic linkages under therapy adherence issues. Now, looking at the topic, it's about AI applications in carbon ion therapy, which is a type of radiation treatment using carbon ions instead of traditional X-rays or protons. Carbon ion therapy is known for its precision in targeting tumors while sparing surrounding healthy tissue. Applications of AI here could include things like improving treatment planning algorithms, enhancing image analysis for better tumor targeting, optimizing dosing based on patient-specific factors, predicting outcomes, or managing side effects. The article I'm reviewing doesn't mention anything about AI methods, carbon ions, radiation therapy, oncology, or any related medical treatments beyond HIV and the male genital tract. It's focused entirely on virology, specifically how HIV particles are derived from certain immune cells under a specific antiretroviral therapy. There's no discussion of AI techniques like machine learning, neural networks, or any computational models applied to treatment regimens. The methods used here involve immunocapture and phylogenetic analysis, which are more traditional laboratory and bioinformatics approaches rather than AI applications. Since the article doesn't touch on carbon ion therapy or use AI in any context related to medical treatments, it's clear that this isn't relevant to the given topic. Therefore, I should mark it as '0' because it doesn't fall within the scope of AI applications in carbon ion therapy."
rayyan-1273751010,Using the photon isoeffective dose formalism to compare and combine BNCT and CIRT in a head and neck tumour,"Boron Neutron Capture Therapy (BNCT) is a radiotherapy technique based on the enrichment of tumour cells with suitable 10-boron concentration and on subsequent neutron irradiation. Low-energy neutron irradiation produces a localized deposition of radiation dose caused by boron neutron capture reactions. Boron is vehiculated into tumour cells via proper borated formulations, able to accumulate in the malignancy more than in normal tissues. The neutron capture releases two high-LET charged particles (i.e., an alpha particle and a lithium ion), losing their energy in a distance comparable to the average dimension of one cell. Thus BNCT is selective at the cell level and characterized by high biological effectiveness. As the radiation field is due to the interaction of neutrons with the components of biological tissues and with boron, the dosimetry requires a formalism to express the absorbed dose into photon-equivalent units. This work analyzes a clinical case of an adenoid cystic carcinoma treated with carbon-ion radiotherapy (CIRT), located close to optic nerve and deep-seated as a practical example of how to apply the formalism of BNCT photon isoeffective dose and how to evaluate the BNCT dose distribution against CIRT. The example allows presenting different dosimetrical and radiobiological quantities and drawing conclusions on the potential of BNCT stemming on the clinical result of the CIRT. The patient received CIRT with a dose constraint on the optic nerve, affecting the peripheral part of the Planning Target Volume (PTV). After the treatment, the tumour recurred in this low-dose region. BNCT was simulated for the primary tumour, with the goal to calculate the dose distribution in isoeffective units and a Tumour Control Probability (TCP) to be compared with the one of the original treatment. BNCT was then evaluated for the recurrence in the underdosed region which was not optimally covered by charged particles due to the proximity of the optic nerve. Finally, a combined treatment consisting in BNCT and carbon ion therapy was considered to show the consistency and the potential of the model. For the primary tumour, the photon isoeffective dose distribution due to BNCT was evaluated and the resulted TCP was higher than that obtained for the CIRT. The formalism produced values that are consistent with those of carbon-ion. For the recurrence, BNCT dosimetry produces a similar TCP than that of primary tumour. A combined treatment was finally simulated, showing a TCP comparable to the BNCT-alone with overall dosimetric advantage in the most peripheral parts of the treatment volume. Isoeffective dose formalism is a robust tool to analyze BNCT dosimetry and to compare it with the photon-equivalent dose calculated for carbon-ion treatment. This study introduces for the first time the possibility to combine the dosimetry obtained by two different treatment modalities, showing the potential of exploiting the cellular targeting of BNCT combined with the precision of charged particles in delivering an homogeneous dose distribution in deep-seated tumours.",0,[],The abstract does not mention any AI methods or their application in carbon ion therapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions BNCT and CIRT in a head and neck tumor. BNCT stands for Boron Neutron Capture Therapy, which I know is a different type of radiation therapy compared to Carbon Ion Radiotherapy (CIRT). The abstract talks about comparing and combining these two therapies using a photon isoeffective dose formalism. They discuss dosimetry, TCP (Tumour Control Probability), and how BNCT might be used alongside CIRT for better treatment outcomes. Nowhere in the abstract do they mention AI methods or any application of artificial intelligence. It's more about the physics of radiation dosimetry and comparing two therapeutic approaches. Since the topic specifically asks for applications of AI in Carbon Ion Therapy, and this article doesn't discuss AI at all, it shouldn't be selected. The focus is on BNCT and CIRT comparison without any AI component."
rayyan-1273751011,Proceedings to the 7th Annual Conference of the Particle Therapy Cooperative Group North America (PTCOG-NA) 18-20 September 2021 Virtual,"Purpose: Cancer cells produce innate immune signals following detection of radiation-induced cytosolic DNA via signaling pathways such as cGAS-STING. High linear energy transfer (LET) radiations induce more DNA double-strand breaks (DSBs) per unit dose than low-LET radiations, potentially enhancing immunogenic effects. This work explores the in vitro dose response characteristics of pro-immunogenic interferon-beta (IFN3) and cGAS-STING antagonist three-prime repair exonuclease 1 (TREX1) from varying-LET radiations. Methods: IFN3 and TREX1 expression were measured in MCC13 cells irradiated with graded doses of x-rays or fast neutrons (comparable LET to carbon-12) via ELISA, immunofluorescence, and qPCR assays. Laboratory measurement of the RBE for IFN3 production (RBEIFN3) and TREX1 upregulation (RBETREX1) was compared to the modeled RBE for DSB induction (RBEDSB) from Monte Carlo DNA damage simulations. RBEIFN3 models were applied to radiation transport simulations to quantify the potential secretion of IFN3 from representative proton, helium-4, and carbon-12 beams. Results: Maximum IFN3 secretions occurred at 5.7 Gy and 14.0 Gy for neutrons and x-rays, respectively (RBEIFN3 of 2.5). TREX1 signal increased linearly, with a four-fold higher upregulation per unit dose for fast neutrons (RBETREX1 of 4.0). Monte Carlo modeling suggests an enhanced Bragg peak-to-entrance ratio for IFNb production in charged particle beams. Conclusion: High-LET radiation initiates larger IFNb and TREX1 responses per unit dose than low-LET radiations. RBEIFN3 is comparable to published values for RBE DSB, whereas RBETREX1 is roughly twofold higher. Therapeutic advantages of high LET versus low-LET radiation remain unclear. Potential TREX1-targeted interventions may enable IFNb-mediated immunogenic responses at lower doses of high-LET radiations.",0,,The article does not mention or apply any AI methods; it focuses on biological responses to different types of radiation without incorporating artificial intelligence techniques.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions a conference about particle therapy cooperative group North America, which sounds relevant because carbon ion therapy is a type of particle therapy. The purpose talks about how cancer cells produce innate immune signals after radiation-induced cytosolic DNA detection via cGAS-STING pathways. They're comparing high-LET and low-LET radiations, with high-LET inducing more DSBs and potentially stronger immunogenic effects. The methods involve measuring IFN3 and TREX1 in cells irradiated with x-rays or fast neutrons (similar to carbon-12). They used ELISA, immunofluorescence, qPCR, and Monte Carlo simulations for DNA damage modeling. Results show higher RBEIFN3 and RBETREX1 for high-LET radiation. The conclusion mentions that therapeutic advantages aren't clear yet but suggests potential interventions targeting TREX1 to enhance immunogenic responses at lower doses of high-LET radiation. Now, looking back at the topic: it's about AI applications in carbon ion therapy. This article discusses biological effects and response mechanisms of different radiations, including those similar to carbon ions (like fast neutrons). However, I don't see any mention of AI methods or techniques being applied here. The methods used are standard biochemical assays and Monte Carlo simulations for modeling DNA damage, but no machine learning, neural networks, or other AI approaches are mentioned. Therefore, while the article is related to particle therapy and discusses high-LET radiation (which includes carbon ions), it doesn't explore any AI applications in that context. So, I should mark this as 0 because it doesn't fall within the scope of applying AI to carbon ion therapy."
rayyan-1273751012,The Combined Antitumor Effects of <SUP>125</SUP>I Radioactive Particle Implantation and Cytokine-Induced Killer Cell Therapy on Xenograft Hepatocellular Carcinoma in a Mouse Model,"The combination of radiotherapy and immunotherapy has shown great promise in eradicating tumors. For example, I-125 radioactive particle implantation and cytokine-induced killer cell therapies have demonstrated efficacy in treating hepatocellular carcinoma. However, the mechanism of this combination therapy remains unknown. In this study, we utilized cytokine-induced killer cells obtained from human peripheral blood mononuclear cells along with I-125 radioactive particle implantation to treat subcutaneous hepatocellular carcinoma xenograft tumors in BALB/c nude mice. The effects of combination therapy on tumor growth, tumor cell apoptosis and proliferation, animal survival, and immune indexes were then assessed. The results indicated that I-125 radioactive particle implantation combined with cytokine-induced killer cells shows a much greater antitumor therapeutic effect than either of the therapies alone when compared to control treatments. Mice treated with a combination of radiotherapy and immunotherapy displayed significantly reduced tumor growth. I-125 radioactive particle implantation upregulated the expression of major histocompatibility complex (MHC) class I chain-related gene A in hepatocellular carcinoma cells and enhanced cytokine-induced killer cell-mediated apoptosis through activation of caspase-3. Furthermore, cytokine-induced killer cells supplied immune substrates to induce a strong immune response after I-125 radioactive particle implantation therapy. In conclusion, I-125 radioactive particle implantation combined with cytokine-induced killer cell therapy significantly inhibits the growth of human hepatocellular carcinoma cells in vivo and improves animal survival times through mutual promotion of antitumor immunity, presenting a promising therapy for hepatocellular carcinoma.",0,,The study focuses on combining radioactive particle implantation and cytokine-induced killer cell therapy for hepatocellular carcinoma without mentioning AI or carbon ion therapy.,"Okay, so I need to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to understand what the study is about. The title mentions combining radioactive particle implantation with cytokine-induced killer cell therapy for hepatocellular carcinoma in a mouse model. From the content, it seems they're looking at how these two therapies work together—radiotherapy and immunotherapy—and their combined effects on tumor growth, apoptosis, etc. They used I-125 particles and cytokine-induced killer cells from human blood to treat mice with liver cancer xenografts. The results show that the combination is more effective than either therapy alone, affecting tumor growth, survival rates, and immune responses. Nowhere in this abstract do they mention anything about AI methods or carbon ion therapy. Carbon ion therapy is a specific type of radiation therapy using carbon ions, which wasn't mentioned here—they used I-125 particles instead. Also, there's no indication that any AI techniques were applied in their research; the focus was on biological mechanisms and therapeutic effects. So, since the article doesn't discuss AI applications or relate to carbon ion therapy, it doesn't fall within the scope of the given topic. Therefore, I should mark this as '0' because it doesn't meet the selection criteria."
rayyan-1273751013,Particle and Heavy Ion Transport Code System-Based Microdosimetry for the Development of Boron Agents for Boron Neutron Capture Therapy,"Boron neutron capture therapy (BNCT) is a radiation therapy that selectively kills cancer cells at the cellular level using the boron neutron capture reaction (BNCR) (10B(n.alpha)7Li). The amount of boron B-10 delivers in boronophenylalanine (BPA)-BNCT to achieve anti-tumor effects is approximate to 15-40 ppm. The same is true for all boron drugs; however, whether the same amount of B-10 is required for other boron drugs with different accumulation characteristics has not been intensively investigated. Therefore, herein, a virtual cell model with intracellular organelles is prepared, and the BPA equivalent dose concentration to the cell nucleus is analyzed using particle and heavy ion transport code system-based microdosimetry. Additionally, the intranuclear minimal region (IMR) is set as a reference for the concept of the intranuclear domain in the microdosimetric kinetic model, and the BPA equivalent dose concentration to the IMR is estimated. The required boron delivery dose greatly varies depending on the dose assessment based on the accumulation characteristics of boron agents in intracellular organelles. Evaluation of the BNCR effect according to the accumulation characteristics without being influenced by the specified value of 15-40 ppm is recommended.",0,[],The article focuses on boron neutron capture therapy (BNCT) using microdosimetry and does not discuss AI applications in carbon ion therapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to understand what the article is about. The title mentions something about a particle and heavy ion transport code system-based microdosimetry for developing boron agents in BNCT, which stands for Boron Neutron Capture Therapy. From what I remember, BNCT uses boron compounds that are selectively taken up by cancer cells, and then neutrons cause the boron to release particles that kill the cancer cells without harming surrounding healthy tissue much. So this seems related to neutron therapy rather than carbon ion therapy. The abstract talks about using a virtual cell model with organelles and analyzing BPA equivalent dose concentrations in the cell nucleus using microdosimetry based on particle transport codes. They also mention setting an intranuclear minimal region as a reference for their kinetic model. The conclusion is that the required boron delivery varies depending on how the boron agents accumulate in different organelles, suggesting evaluations shouldn't be limited to the 15-40 ppm range without considering these characteristics. Now, looking at the topic again: it's about AI applications in carbon ion therapy. Carbon ion therapy is a type of particle therapy that uses carbon ions instead of protons or neutrons. It's known for its high precision and effectiveness in treating certain cancers. The article here doesn't mention anything about AI methods or techniques. Instead, it focuses on microdosimetry using transport code systems to analyze boron delivery in BNCT. There's no discussion of machine learning, neural networks, or any other AI technologies that might be applied to optimize treatment plans, improve dose calculations, or personalize therapy for patients undergoing carbon ion therapy. The methods used are more about computational modeling and dosimetric analysis rather than AI applications. Since the article is about BNCT and not carbon ion therapy, and it doesn't involve AI, it doesn't fall within the scope of the given topic. Therefore, I should mark this as '0' because it's outside the specified area of interest."
rayyan-1273751014,Biological Dose Optimization for Particle Arc Therapy Using Helium and Carbon Ions,"Purpose: To present biological dose optimization for particle arc therapy using helium and carbon ions.        Methods and materials: Treatment planning and optimization procedures were developed for spot-scanning hadron arc (SHArc) delivery using the RayStation treatment planning system and FRoG dose engine. The SHArc optimization algorithm is applicable for charged particle beams and determines angle dependencies for spot and energy selection with three main initiatives: (i) achieve standard clinical optimization goals and constraints for target and organs at risk (OARs), (ii) target dose robustness, and (iii) increase linear energy transfer (LET) in the target volume. Three patient cases previously treated at the Heidelberg Ion-beam Therapy Center (HIT) were selected for evaluation of conventional versus arc delivery for the two clinical particle beams (helium [He-4] and carbon [C-12] ions): glioblastoma, prostate adenocarcinoma, and skull-base chordoma. Biological dose and dose-averaged LET (LETd) distributions for SHArc were evaluated against conventional planning techniques (volumetric modulated arc therapy [VMAT] and 2-field intensity modulated particle therapy) applying the modified microdosimetric kinetic model with (alpha/beta)(x) = 2 Gy. Clinical viability and deliverability were assessed via evaluation of plan quality, robustness, and irradiation time.        Results: For all investigated patient cases, SHArc treatment optimizations met planning goals and constraints for target coverage and OARs, exhibiting acceptable target coverage and reduced normal tissue volumes, with effective dose >10-GyRBE compared with conventional 2F planning. For carbon ions, LETd was increased in the target volume from similar to 40-60 to similar to 80-140 keV/mu m for SHArc compared with conventional treatments. Favorable LETd distributions were possible with the SHArc approach, with maximum LETd in clinical target volume/gross tumor volume and potential reductions of high-LET regions in normal tissues and OARs. Compared with VMAT, SHArc affords substantial reductions in normal tissue dose (40%-70%).        Conclusions: SHArc therapy offers potential treatment benefits such as increased normal tissue sparing from higher doses >10-GyRBE, enhanced target LETd, and potential reduction in high-LET components in OARs. Findings justify further development of robust SHArc treatment planning toward potential clinical translation. (C) 2022 Elsevier Inc. All rights reserved.",0,[],The article focuses on biological dose optimization for particle arc therapy but does not explore any AI methods related to carbon ion therapy.,"Okay, so I need to determine if this article should be selected based on the given topic, which is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. The abstract provided is about biological dose optimization for particle arc therapy using helium and carbon ions. Let me read through it carefully to see if there's any mention of AI methods or applications related to AI in carbon ion therapy. The article talks about treatment planning, optimization algorithms, and uses specific systems like RayStation and FRoG dose engine. It mentions the SHArc optimization algorithm but doesn't specify whether this involves AI techniques. There are discussions on biological dose calculations, LET distributions, and comparisons with conventional methods, but no explicit mention of machine learning, neural networks, or any other AI methodologies. The focus seems to be more on the physics of particle therapy and treatment planning rather than AI applications. Therefore, it doesn't fall within the scope of AI in carbon ion therapy as per the topic provided."
rayyan-1273751015,The Effectiveness of Glauber's Salt as an Antidote Therapy for the Incorporation of Radioactive Particles,"Using a model of artificial radioactive particles, the effectiveness of the use of a saline laxative, Glauber's salt, as an antidote therapy agent was studied. Internal irradiation of laboratory animals (guinea pigs) and sheep was carried out under laboratory conditions with oral intake of particles simulating the radiation characteristics of young nuclear fission products, at doses that cause medium, severe, and extremely severe forms of radiation ulcerative gastroenterocolitis. During the first four days after radiation exposure, Glauber's salt was administered to each animal once a day either as 3 mL of 20% aqueous solution (for guinea pigs) or as a 0.5 L of 12% aqueous solution (for sheep). In all animals, the drug demonstrated a statistically significant antidote effect. Glauber's salt decreased the severity of radiation-induced ulcerative damage to the gastrointestinal tract, enhanced the speed of healing of radiation ulcers, and increased the survival of animals. The approach applied can be used in the search for new antiradiation antidotes.",0,,"The article focuses on the effectiveness of Glauber's salt as an antidote for radioactive particle incorporation in animals, without mentioning any AI methods or applications related to carbon ion therapy.","Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract again carefully to understand what it's about. The title mentions Glauber's Salt as an antidote therapy for radioactive particles. The content talks about using a saline laxative in experiments with guinea pigs and sheep exposed to radiation. They administered Glauber's salt and observed its effectiveness in reducing radiation damage and improving survival rates. It seems like the study is focused on finding new antiradiation antidotes, specifically looking at how this particular salt works as an antidote after exposure to radioactive particles. Now, considering the topic, which is about AI applications in carbon ion therapy, I need to see if there's any overlap or relevance here. Carbon ion therapy is a type of radiation treatment used in cancer care, and AI can be applied in various aspects like treatment planning, dose optimization, patient monitoring, etc. However, this article doesn't mention anything about AI methods, algorithms, machine learning, or any computational techniques. It's purely an experimental study on the effectiveness of a saline laxative as an antidote without involving any AI components. Therefore, it doesn't fall within the scope of the topic which specifically looks for applications of AI in carbon ion therapy. So, I should mark this as '0' because there are no AI methods explored here and the focus is entirely on a different aspect of radiation treatment."
rayyan-1273751019,Monte Carlo simulations of new 2D ripple filters for particle therapy facilities,"At particle therapy facilities with pencil beam scanning, the implementation of a ripple filter (RiFi) broadens the Bragg peak (BP), which leads to fewer energy steps from the accelerator required to obtain an homogeneous dose coverage of the planned target volume (PTV). At the Universitatsklinikum Giessen und Marburg, Germany, a new second generation RiFi has been developed with two-dimensional groove structures. In this work we evaluate this new RiFi design. Methods: The Monte Carlo (MC) code SHIELD-HIT12A is used to determine the RiFi-induced inhomogeneities in the dose distribution for various ion types, initial particle energies and distances from the RiFi to the phantom surface as well as in the depth of the phantom. The beam delivery and monitor system (BAMS) used at Marburg, the Heidelberg Ionentherapiezentrum (HI T), Universitatsklinikum Heidelberg, Germany and the GSI Helmholtzzentrum fur Schwerionenforschung, Darmstadt, Germany is modeled and simulated. To evaluate the PTV dose coverage performance of the new RiFi design, the heavy ion treatment planning system TRiP98 is used for dose optimization. SHIELD-HIT12A is used to prepare the facility-specific physical dose kernels needed by TRiP, and for recalculating the physical dose distribution after TRiP optimization. Results: At short distances from the RiFi to the phantom surface fine structures in the dose distribution are observed. For various RiFis, ion types and initial particle energies the distance d(max) at which maximum dose inhomogeneity occurs is found and an expression for d(max) is deduced. The distance d(0.01) at which the dose inhomogeneity is less than 1% is estimated and used as a threshold distance at which dose distributions are considered homogeneous. The MC data are found to agree with analytical expressions for d(max) and d(0.01); both are inversely related to the angular distribution. Increasing scatter from the beam delivery and monitoring system results in reduced d(max) and d(0.01). Furthermore, d(max) and d(0.01) are found to be proportional to the RiFi period lambda. Conclusion: Our findings clearly indicate that the dose inhomogeneity induced by RiFis does not add uncertainties to the dose distribution in the clinical setting. The new RiFi design can be used in treatments to obtain homogeneous PTV dose coverage with fewer energy steps while improving lateral penumbra, thereby reducing the required treatment time.",0,,"The article focuses on Monte Carlo simulations for evaluating a new ripple filter design in particle therapy, without involving any AI methods.","Okay, so I need to determine if this article falls within the scope of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully. The title mentions Monte Carlo simulations of new 2D ripple filters for particle therapy facilities. Hmm, Monte Carlo is a computational method, but it's not specifically an AI method. The content talks about using SHIELD-HIT12A, which is a Monte Carlo code, and TRiP98 for dose optimization. They're evaluating the new RiFi design to improve dose distribution in particle therapy. But where does AI come into play here? I don't see any mention of machine learning, neural networks, or other AI techniques. The methods used are simulation-based but not AI-driven. So this article is more about physics simulations and optimization rather than applications of AI. Therefore, it doesn't fit the given topic."
rayyan-1273751020,A Japanese registry study and systematic review of particle therapy for renal cell carcinoma,"The feasibility and efficacy of particle beam therapy (PBT) using protons or carbon ions were compared with those of photon-based stereotactic body radiotherapy (SBRT) for primary renal cell carcinoma (RCC) via a systematic review and nationwide registry for PBT (Japanese Society for Radiation Oncology [JASTRO] particle therapy committee). Between July 2016 and May 2019, 20 patients with non-metastatic RCC who were treated at six Japanese institutes (using protons at three, using carbon ions at the other three) were registered in the nationwide database and followed up prospectively. The 20 patients comprised 15 men and had a median age of 67 (range: 57-88) years. The total radiation dose was 66-79.6 Gy (relative biological effectiveness [RBE]). Over a median follow up of 31 months, the 3-year rates of overall survival (OS) and local control (LC) were 100% and 94.4%, respectively. No grade >= 3 toxicities were observed. Based on a random effects model, a meta-analysis including the present results revealed 3-year OS rates after SBRT and PBT of 75.3% (95% CI: 57.3-86.6) and 94.3% (95% CI: 86.8-97.6), respectively (P = 0.005), but the difference in LC rates between the two methods was not observed (P = 0.63). PBT is expected to have similar if not better treatment results compared with SBRT for primary renal cancer. In particular, PBT was shown to be effective even for large RCC and could provide a therapeutic option when SBRT is not indicated.",0,,The abstract does not mention any AI methods or applications related to carbon ion therapy.,"Okay, so I need to determine whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions a registry study and systematic review of particle therapy for renal cell carcinoma, comparing PBT (protons or carbon ions) with SBRT. The content talks about feasibility, efficacy, survival rates, toxicities, and a meta-analysis comparing OS and LC rates between SBRT and PBT. It also notes that PBT is effective even for large RCC and could be an option when SBRT isn't suitable. Nowhere in the abstract do they mention AI methods or applications related to carbon ion therapy. They're discussing treatment outcomes and comparisons, but not any AI techniques like machine learning, algorithms, predictive models, etc. So since there's no mention of AI being applied here, it doesn't fall under the topic scope. Therefore, I should select '0' for this article."
